client_id,возраст,доход,образование,семейное_положение,месяцев_на_обслуживании,кредитный_лимит
1151,23,26608,Высшее,Вдовец/Вдова,1,9000
1152,23,42541,Высшее,Женат/Замужем,96,13000
1153,72,81621,Высшее,Женат/Замужем,84,55000
1154,65,76696,Высшее,Разведён/Разведена,54,39000
1155,21,15000,Высшее,Женат/Замужем,47,11000
1156,47,74935,Среднее специальное,Разведён/Разведена,100,26000
1157,28,24490,Среднее,Разведён/Разведена,39,17000
1158,47,41690,Высшее,Разведён/Разведена,30,22000
1159,48,63568,Высшее,Холост/Не замужем,7,45000
1160,41,44099,Высшее,Женат/Замужем,22,31000
1161,72,77823,Магистратура,Разведён/Разведена,50,58000
1162,26,15000,Высшее,Женат/Замужем,45,6000
1163,72,77464,Магистратура,Женат/Замужем,74,60000
1164,20,34867,Высшее,Холост/Не замужем,120,13000
1165,68,62352,Среднее,Холост/Не замужем,72,21000
1166,48,22888,Магистратура,Женат/Замужем,91,11000
1167,57,58007,Высшее,Женат/Замужем,10,41000
1168,54,58239,Магистратура,Женат/Замужем,14,31000
1169,53,52491,Среднее специальное,Женат/Замужем,46,37000
1170,41,20857,Высшее,Женат/Замужем,116,13000
1171,48,77921,Магистратура,Женат/Замужем,118,31000
1172,23,24417,Среднее,Женат/Замужем,75,18000
1173,19,27466,Магистратура,Женат/Замужем,6,9000
1174,37,15000,Высшее,Женат/Замужем,21,11000
1175,45,75522,Высшее,Холост/Не замужем,62,34000
1176,28,31001,Высшее,Женат/Замужем,97,17000
1177,21,33876,Магистратура,Женат/Замужем,19,17000
1178,32,58011,Среднее,Женат/Замужем,103,22000
1179,23,23855,Среднее специальное,Холост/Не замужем,88,11000
1180,71,86848,Магистратура,Женат/Замужем,82,34000
1181,66,37480,Магистратура,Холост/Не замужем,99,15000
1182,47,61464,Среднее,Разведён/Разведена,116,24000
1183,73,97583,Высшее,Холост/Не замужем,62,53000
1184,55,50893,Высшее,Вдовец/Вдова,107,35000
1185,68,86783,Высшее,Женат/Замужем,101,50000
1186,74,102308,Среднее специальное,Женат/Замужем,83,76000
1187,19,26977,Высшее,Холост/Не замужем,53,16000
1188,32,36137,Среднее специальное,Холост/Не замужем,24,23000
1189,28,24525,Магистратура,Холост/Не замужем,56,15000
1190,25,27954,Магистратура,Холост/Не замужем,62,14000
1191,43,37769,Высшее,Женат/Замужем,34,24000
1192,68,56513,Среднее специальное,Холост/Не замужем,22,18000
1193,62,83182,Среднее специальное,Женат/Замужем,68,60000
1194,61,52551,Высшее,Холост/Не замужем,57,36000
1195,22,37077,Высшее,Разведён/Разведена,10,15000
1196,23,34573,Высшее,Женат/Замужем,66,23000
1197,43,72471,Высшее,Холост/Не замужем,8,22000
1198,71,64852,Высшее,Женат/Замужем,97,26000
1199,21,38117,Высшее,Холост/Не замужем,38,12000
1200,36,56266,Среднее,Холост/Не замужем,107,38000
1201,37,67546,Среднее,Женат/Замужем,62,45000
1202,50,47833,Среднее специальное,Женат/Замужем,28,33000
1203,37,35931,Высшее,Разведён/Разведена,10,10000
1204,66,52473,Магистратура,Женат/Замужем,45,28000
1205,29,72344,Магистратура,Вдовец/Вдова,65,47000
1206,64,87567,Среднее специальное,Разведён/Разведена,98,33000
1207,18,29366,Среднее специальное,Разведён/Разведена,67,18000
1208,43,78971,Среднее специальное,Женат/Замужем,9,27000
1209,31,38872,Высшее,Холост/Не замужем,5,15000
1210,55,70466,Высшее,Холост/Не замужем,106,37000
1211,54,58952,Высшее,Женат/Замужем,10,36000
1212,28,43967,Среднее специальное,Женат/Замужем,12,16000
1213,53,62376,Среднее специальное,Холост/Не замужем,82,24000
1214,30,33225,Среднее,Женат/Замужем,58,13000
1215,60,79987,Среднее специальное,Холост/Не замужем,21,33000
1216,20,42339,Высшее,Женат/Замужем,21,17000
1217,50,71015,Среднее специальное,Холост/Не замужем,65,35000
1218,23,38803,Высшее,Женат/Замужем,3,24000
1219,67,55601,Высшее,Женат/Замужем,69,28000
1220,73,99640,Магистратура,Холост/Не замужем,89,68000
1221,27,33261,Магистратура,Женат/Замужем,64,21000
1222,22,38661,Высшее,Женат/Замужем,49,14000
1223,40,57130,Среднее,Холост/Не замужем,72,18000
1224,27,42561,Высшее,Холост/Не замужем,17,31000
1225,61,78131,Магистратура,Холост/Не замужем,73,26000
1226,19,46900,Среднее,Женат/Замужем,32,17000
1227,30,36227,Высшее,Женат/Замужем,70,11000
1228,57,85582,Магистратура,Холост/Не замужем,113,52000
1229,19,26796,Высшее,Женат/Замужем,104,15000
1230,37,50251,Среднее,Холост/Не замужем,21,39000
1231,18,24184,Среднее,Разведён/Разведена,7,17000
1232,54,48697,Высшее,Холост/Не замужем,7,24000
1233,26,52062,Среднее специальное,Разведён/Разведена,111,25000
1234,34,89628,Высшее,Женат/Замужем,103,40000
1235,26,30973,Высшее,Женат/Замужем,118,11000
1236,28,56229,Среднее специальное,Женат/Замужем,27,20000
1237,32,36311,Магистратура,Женат/Замужем,8,13000
1238,41,48242,Высшее,Женат/Замужем,73,17000
1239,55,85963,Среднее специальное,Женат/Замужем,28,36000
1240,72,57096,Магистратура,Женат/Замужем,79,25000
1241,52,37127,Магистратура,Женат/Замужем,66,28000
1242,47,51892,Высшее,Женат/Замужем,71,30000
1243,48,63954,Магистратура,Разведён/Разведена,47,50000
1244,66,75354,Высшее,Женат/Замужем,82,36000
1245,22,38610,Магистратура,Холост/Не замужем,86,20000
1246,61,64911,Высшее,Женат/Замужем,114,30000
1247,67,80998,Высшее,Женат/Замужем,10,31000
1248,31,15000,Аспирантура,Разведён/Разведена,118,5000
1249,70,60337,Высшее,Разведён/Разведена,114,46000
1250,73,72595,Среднее специальное,Женат/Замужем,33,57000
1251,28,48568,Высшее,Холост/Не замужем,7,15000
1252,26,58746,Высшее,Женат/Замужем,3,22000
1253,51,43123,Среднее специальное,Женат/Замужем,14,22000
1254,29,60656,Аспирантура,Вдовец/Вдова,44,23000
1255,52,50411,Среднее специальное,Холост/Не замужем,46,24000
1256,52,55251,Среднее специальное,Холост/Не замужем,61,20000
1257,18,38721,Магистратура,Холост/Не замужем,36,20000
1258,57,58151,Высшее,Женат/Замужем,13,25000
1259,39,63451,Среднее,Разведён/Разведена,16,30000
1260,46,46330,Высшее,Холост/Не замужем,80,16000
1261,25,29756,Высшее,Женат/Замужем,118,15000
1262,28,53779,Среднее,Женат/Замужем,5,42000
1263,58,50553,Аспирантура,Женат/Замужем,116,23000
1264,54,62533,Высшее,Женат/Замужем,89,46000
1265,31,15492,Высшее,Разведён/Разведена,38,11000
1266,47,80494,Высшее,Холост/Не замужем,102,62000
1267,52,75298,Высшее,Женат/Замужем,50,52000
